"STATEFP","COUNTYFP","TRACTCE","GEOID","NAME","NAMELSAD","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON","GEOID.1","hhincome"
"17","031","804714","17031804714","8047.14","Census Tract 8047.14","G5020","S","2293039","31464","+42.0630032","-088.0935439","17031804714",76959
"17","031","804310","17031804310","8043.10","Census Tract 8043.10","G5020","S","10845831","0","+42.0325516","-088.2014565","17031804310",95439
"17","031","804403","17031804403","8044.03","Census Tract 8044.03","G5020","S","4208560","132403","+42.0513685","-088.2424140","17031804403",75417
"17","031","820606","17031820606","8206.06","Census Tract 8206.06","G5020","S","3483568","0","+41.7377492","-087.8542947","17031820606",73281
"17","031","804406","17031804406","8044.06","Census Tract 8044.06","G5020","S","7052041","41081","+42.0174771","-088.2561802","17031804406",62727
"17","031","804716","17031804716","8047.16","Census Tract 8047.16","G5020","S","2318920","0","+42.0420776","-088.1142037","17031804716",95527
"17","031","806201","17031806201","8062.01","Census Tract 8062.01","G5020","S","627820","0","+42.0454459","-087.8897882","17031806201",48151
"17","031","820604","17031820604","8206.04","Census Tract 8206.04","G5020","S","2946253","0","+41.7498417","-087.8269387","17031820604",40746
"17","031","824116","17031824116","8241.16","Census Tract 8241.16","G5020","S","8013258","1301442","+41.6109264","-087.8653784","17031824116",67870
"17","031","824005","17031824005","8240.05","Census Tract 8240.05","G5020","S","10985781","297072","+41.6625965","-088.0163038","17031824005",106656
"17","031","824114","17031824114","8241.14","Census Tract 8241.14","G5020","S","6142969","115523","+41.6192003","-087.8801208","17031824114",104861
"17","031","823806","17031823806","8238.06","Census Tract 8238.06","G5020","S","2911821","324","+41.6871067","-087.8045001","17031823806",50855
"17","031","824003","17031824003","8240.03","Census Tract 8240.03","G5020","S","3802854","0","+41.6636061","-087.9857342","17031824003",92984
"17","031","824122","17031824122","8241.22","Census Tract 8241.22","G5020","S","3977041","0","+41.5799503","-087.8178544","17031824122",99038
"17","031","824117","17031824117","8241.17","Census Tract 8241.17","G5020","S","6376559","0","+41.5694515","-087.8380677","17031824117",97899
"17","031","831900","17031831900","8319","Census Tract 8319","G5020","S","324322","0","+41.9451690","-087.6687907","17031831900",109643
"17","031","804506","17031804506","8045.06","Census Tract 8045.06","G5020","S","4967329","42874","+42.0031424","-088.1964874","17031804506",95265
"17","031","824119","17031824119","8241.19","Census Tract 8241.19","G5020","S","7668849","43640","+41.5818532","-087.8994894","17031824119",98854
"17","031","824120","17031824120","8241.20","Census Tract 8241.20","G5020","S","15448952","88522","+41.5797867","-087.8729198","17031824120",105942
"17","031","839500","17031839500","8395","Census Tract 8395","G5020","S","262139","0","+41.8340975","-087.6192919","17031839500",19375
"17","031","832600","17031832600","8326","Census Tract 8326","G5020","S","689068","32563","+41.9147541","-087.6544654","17031832600",148616
"17","031","836900","17031836900","8369","Census Tract 8369","G5020","S","164712","0","+41.8818831","-087.7061362","17031836900",22109
"17","031","841200","17031841200","8412","Census Tract 8412","G5020","S","625407","0","+41.8555618","-087.6833420","17031841200",44336
"17","031","841900","17031841900","8419","Census Tract 8419","G5020","S","2496100","68430","+41.8684578","-087.6429648","17031841900",116377
"17","031","835800","17031835800","8358","Census Tract 8358","G5020","S","284425","0","+41.8130462","-087.6187192","17031835800",49239
"17","031","838800","17031838800","8388","Census Tract 8388","G5020","S","17863251","3802983","+41.6834042","-087.5740611","17031838800",25332
"17","031","842300","17031842300","8423","Census Tract 8423","G5020","S","1758733","135729","+41.9083863","-087.6600857","17031842300",132794
"17","031","815500","17031815500","8155","Census Tract 8155","G5020","S","1525999","0","+41.8251471","-087.7877679","17031815500",62167
"17","031","843200","17031843200","8432","Census Tract 8432","G5020","S","2788963","305033","+41.8487153","-087.6642169","17031843200",47083
"17","031","843400","17031843400","8434","Census Tract 8434","G5020","S","656213","0","+41.8493274","-087.7320218","17031843400",25078
"17","031","842600","17031842600","8426","Census Tract 8426","G5020","S","3679417","0","+41.8162186","-087.6516951","17031842600",62813
"17","031","803200","17031803200","8032","Census Tract 8032","G5020","S","2773988","0","+42.0988438","-087.9976755","17031803200",83491
"17","031","803300","17031803300","8033","Census Tract 8033","G5020","S","1987422","0","+42.0850701","-087.9894768","17031803300",97353
"17","031","808900","17031808900","8089","Census Tract 8089","G5020","S","1433914","0","+42.0665152","-087.7174711","17031808900",141250
"17","031","809000","17031809000","8090","Census Tract 8090","G5020","S","1450980","0","+42.0597568","-087.7189141","17031809000",138966
"17","031","301803","17031301803","3018.03","Census Tract 3018.03","G5020","S","351050","0","+41.8395497","-087.7278708","17031301803",32308
"17","031","809100","17031809100","8091","Census Tract 8091","G5020","S","1251056","0","+42.0593520","-087.7043588","17031809100",106815
"17","031","809200","17031809200","8092","Census Tract 8092","G5020","S","1193253","0","+42.0525535","-087.6992705","17031809200",48648
"17","031","809300","17031809300","8093","Census Tract 8093","G5020","S","1017701","0","+42.0579521","-087.6864657","17031809300",36406
"17","031","221000","17031221000","2210","Census Tract 2210","G5020","S","220053","0","+41.9209604","-087.7152526","17031221000",47344
"17","031","221100","17031221100","2211","Census Tract 2211","G5020","S","440042","0","+41.9210205","-087.7103609","17031221100",55194
"17","031","242800","17031242800","2428","Census Tract 2428","G5020","S","439630","0","+41.8926320","-087.6903237","17031242800",86806
"17","031","242900","17031242900","2429","Census Tract 2429","G5020","S","323819","0","+41.8921955","-087.6842896","17031242900",85917
"17","031","243000","17031243000","2430","Census Tract 2430","G5020","S","324548","0","+41.8922753","-087.6793981","17031243000",77794
"17","031","243100","17031243100","2431","Census Tract 2431","G5020","S","324004","0","+41.8923546","-087.6745068","17031243100",107734
"17","031","243200","17031243200","2432","Census Tract 2432","G5020","S","323850","0","+41.8924327","-087.6696238","17031243200",123167
"17","031","243300","17031243300","2433","Census Tract 2433","G5020","S","327093","0","+41.8924781","-087.6647388","17031243300",91071
"17","031","243400","17031243400","2434","Census Tract 2434","G5020","S","329156","0","+41.8925579","-087.6598479","17031243400",95764
"17","031","071400","17031071400","714","Census Tract 714","G5020","S","640573","683301","+41.9227255","-087.6295259","17031071400",93529
"17","031","110400","17031110400","1104","Census Tract 1104","G5020","S","933971","0","+41.9729536","-087.7726114","17031110400",69736
"17","031","150600","17031150600","1506","Census Tract 1506","G5020","S","656191","0","+41.9494731","-087.7717578","17031150600",67500
"17","031","150700","17031150700","1507","Census Tract 1507","G5020","S","662396","0","+41.9495915","-087.7619580","17031150700",71190
"17","031","150800","17031150800","1508","Census Tract 1508","G5020","S","661051","0","+41.9497086","-087.7521182","17031150800",56917
"17","031","151100","17031151100","1511","Census Tract 1511","G5020","S","660846","0","+41.9422903","-087.7617175","17031151100",59917
"17","031","151200","17031151200","1512","Census Tract 1512","G5020","S","655584","0","+41.9421690","-087.7714953","17031151200",64875
"17","031","241500","17031241500","2415","Census Tract 2415","G5020","S","302473","0","+41.9083740","-087.6709298","17031241500",128125
"17","031","241100","17031241100","2411","Census Tract 2411","G5020","S","330814","0","+41.9066403","-087.6895801","17031241100",75658
"17","031","241600","17031241600","2416","Census Tract 2416","G5020","S","293931","0","+41.9067097","-087.6653277","17031241600",93583
"17","031","241300","17031241300","2413","Census Tract 2413","G5020","S","164087","0","+41.9067716","-087.6810250","17031241300",145938
"17","031","241400","17031241400","2414","Census Tract 2414","G5020","S","518625","0","+41.9060312","-087.6753137","17031241400",104167
"17","031","243500","17031243500","2435","Census Tract 2435","G5020","S","657219","0","+41.8926536","-087.6525172","17031243500",104423
"17","031","250200","17031250200","2502","Census Tract 2502","G5020","S","499204","0","+41.9123508","-087.7510730","17031250200",46250
"17","031","250300","17031250300","2503","Census Tract 2503","G5020","S","617326","0","+41.9128419","-087.7608408","17031250300",32225
"17","031","250400","17031250400","2504","Census Tract 2504","G5020","S","1309879","0","+41.9129080","-087.7753942","17031250400",45479
"17","031","250500","17031250500","2505","Census Tract 2505","G5020","S","2061581","0","+41.9146180","-087.7967960","17031250500",90058
"17","031","071500","17031071500","715","Census Tract 715","G5020","S","895865","723071","+41.9142415","-087.6250923","17031071500",94598
"17","031","071800","17031071800","718","Census Tract 718","G5020","S","323370","0","+41.9145855","-087.6459660","17031071800",141806
"17","031","080100","17031080100","801","Census Tract 801","G5020","S","265446","0","+41.9075487","-087.6267900","17031080100",111372
"17","031","080300","17031080300","803","Census Tract 803","G5020","S","361503","0","+41.9074899","-087.6357987","17031080300",122479
"17","031","080400","17031080400","804","Census Tract 804","G5020","S","327241","0","+41.9074123","-087.6409015","17031080400",36927
"17","031","160100","17031160100","1601","Census Tract 1601","G5020","S","593564","0","+41.9646284","-087.7427951","17031160100",69844
"17","031","160200","17031160200","1602","Census Tract 1602","G5020","S","957173","0","+41.9587937","-087.7384000","17031160200",82765
"17","031","160300","17031160300","1603","Census Tract 1603","G5020","S","426175","0","+41.9572682","-087.7308958","17031160300",56790
"17","031","160400","17031160400","1604","Census Tract 1604","G5020","S","657337","0","+41.9573657","-087.7228239","17031160400",56029
"17","031","160700","17031160700","1607","Census Tract 1607","G5020","S","773893","16585","+41.9512177","-087.7021347","17031160700",79671
"17","031","221300","17031221300","2213","Census Tract 2213","G5020","S","330104","0","+41.9211256","-087.6997541","17031221300",56725
"17","031","221500","17031221500","2215","Census Tract 2215","G5020","S","304903","0","+41.9216468","-087.6899513","17031221500",64495
"17","031","221400","17031221400","2214","Census Tract 2214","G5020","S","355032","0","+41.9208013","-087.6945320","17031221400",78972
"17","031","250600","17031250600","2506","Census Tract 2506","G5020","S","647765","0","+41.9056935","-087.7706303","17031250600",43625
"17","031","250700","17031250700","2507","Census Tract 2507","G5020","S","662320","0","+41.9058206","-087.7608128","17031250700",40349
"17","031","250800","17031250800","2508","Census Tract 2508","G5020","S","574711","0","+41.9061855","-087.7514741","17031250800",32500
"17","031","251000","17031251000","2510","Census Tract 2510","G5020","S","466955","0","+41.8986945","-087.7448924","17031251000",37656
"17","031","251100","17031251100","2511","Census Tract 2511","G5020","S","496455","0","+41.8986248","-087.7520112","17031251100",22526
"17","031","051400","17031051400","514","Census Tract 514","G5020","S","346283","12601","+41.9354420","-087.6809594","17031051400",116364
"17","031","060100","17031060100","601","Census Tract 601","G5020","S","325545","0","+41.9575311","-087.6666112","17031060100",92593
"17","031","060300","17031060300","603","Census Tract 603","G5020","S","319839","0","+41.9506049","-087.6713327","17031060300",117415
"17","031","060800","17031060800","608","Census Tract 608","G5020","S","181489","65882","+41.9539590","-087.6426489","17031060800",87723
"17","031","160800","17031160800","1608","Census Tract 1608","G5020","S","657623","0","+41.9502131","-087.7128146","17031160800",60409
"17","031","160900","17031160900","1609","Census Tract 1609","G5020","S","657736","0","+41.9500821","-087.7226082","17031160900",82872
"17","031","161000","17031161000","1610","Census Tract 1610","G5020","S","426501","0","+41.9499766","-087.7306829","17031161000",82740
"17","031","161100","17031161100","1611","Census Tract 1611","G5020","S","576829","0","+41.9498800","-087.7381550","17031161100",116563
"17","031","161200","17031161200","1612","Census Tract 1612","G5020","S","517850","0","+41.9425489","-087.7385701","17031161200",62250
"17","031","161300","17031161300","1613","Census Tract 1613","G5020","S","497601","0","+41.9426994","-087.7310023","17031161300",47931
"17","031","170100","17031170100","1701","Census Tract 1701","G5020","S","1014643","0","+41.9558596","-087.7948168","17031170100",53882
"17","031","221600","17031221600","2216","Census Tract 2216","G5020","S","327555","0","+41.9212455","-087.6850980","17031221600",133438
"17","031","242100","17031242100","2421","Census Tract 2421","G5020","S","327980","0","+41.8996698","-087.6698375","17031242100",133951
"17","031","242000","17031242000","2420","Census Tract 2420","G5020","S","326757","0","+41.8997371","-087.6649536","17031242000",82778
"17","031","251200","17031251200","2512","Census Tract 2512","G5020","S","662289","0","+41.8985491","-087.7606040","17031251200",47875
"17","031","251300","17031251300","2513","Census Tract 2513","G5020","S","653465","0","+41.8984251","-087.7703849","17031251300",29917
"17","031","051300","17031051300","513","Census Tract 513","G5020","S","322017","0","+41.9359961","-087.6758403","17031051300",178750
"17","031","600700","17031600700","6007","Census Tract 6007","G5020","S","447251","39858","+41.8407816","-087.6605430","17031600700",35523
"17","031","600900","17031600900","6009","Census Tract 6009","G5020","S","382319","0","+41.8365130","-087.6531428","17031600900",55018
"17","031","821200","17031821200","8212","Census Tract 8212","G5020","S","2943052","0","+41.6683914","-087.6722979","17031821200",39939
"17","031","672000","17031672000","6720","Census Tract 6720","G5020","S","995092","0","+41.7611983","-087.6711281","17031672000",43063
"17","031","710900","17031710900","7109","Census Tract 7109","G5020","S","990948","0","+41.7421461","-087.6396893","17031710900",30052
"17","031","711000","17031711000","7110","Census Tract 7110","G5020","S","654358","0","+41.7396436","-087.6485811","17031711000",37628
"17","031","711100","17031711100","7111","Census Tract 7111","G5020","S","653926","0","+41.7395016","-087.6583002","17031711100",41985
"17","031","711200","17031711200","7112","Census Tract 7112","G5020","S","1102231","0","+41.7405561","-087.6698252","17031711200",42596
"17","031","711500","17031711500","7115","Census Tract 7115","G5020","S","649295","0","+41.7324402","-087.6386888","17031711500",47022
"17","031","711300","17031711300","7113","Census Tract 7113","G5020","S","350019","0","+41.7335044","-087.6672855","17031711300",35086
"17","031","711400","17031711400","7114","Census Tract 7114","G5020","S","745157","0","+41.7336614","-087.6521168","17031711400",40777
"17","031","270500","17031270500","2705","Census Tract 2705","G5020","S","561347","0","+41.8762402","-087.7177932","17031270500",14453
"17","031","271200","17031271200","2712","Census Tract 2712","G5020","S","329809","0","+41.8773597","-087.7035621","17031271200",26984
"17","031","271300","17031271300","2713","Census Tract 2713","G5020","S","327413","0","+41.8773040","-087.7084528","17031271300",24340
"17","031","271400","17031271400","2714","Census Tract 2714","G5020","S","328376","0","+41.8772429","-087.7133314","17031271400",20759
"17","031","350100","17031350100","3501","Census Tract 3501","G5020","S","567876","518735","+41.8402590","-087.6079492","17031350100",42018
"17","031","350400","17031350400","3504","Census Tract 3504","G5020","S","201454","0","+41.8419291","-087.6283695","17031350400",13587
"17","031","351000","17031351000","3510","Census Tract 3510","G5020","S","821383","665632","+41.8355675","-087.6065282","17031351000",44727
"17","031","351400","17031351400","3514","Census Tract 3514","G5020","S","323957","0","+41.8274019","-087.6240909","17031351400",15997
"17","031","360200","17031360200","3602","Census Tract 3602","G5020","S","232044","0","+41.8268855","-087.6098876","17031360200",22242
"17","031","813900","17031813900","8139","Census Tract 8139","G5020","S","686988","0","+41.8465010","-087.7684910","17031813900",43571
"17","031","822601","17031822601","8226.01","Census Tract 8226.01","G5020","S","1792135","0","+41.7089633","-087.7538136","17031822601",77500
"17","031","822701","17031822701","8227.01","Census Tract 8227.01","G5020","S","1078062","0","+41.7123761","-087.7303270","17031822701",55662
"17","031","822702","17031822702","8227.02","Census Tract 8227.02","G5020","S","1298804","0","+41.7056906","-087.7305797","17031822702",52963
"17","031","822801","17031822801","8228.01","Census Tract 8228.01","G5020","S","1149740","0","+41.6954018","-087.7381985","17031822801",58569
"17","031","823002","17031823002","8230.02","Census Tract 8230.02","G5020","S","2007867","0","+41.6960739","-087.7694862","17031823002",50024
"17","031","814000","17031814000","8140","Census Tract 8140","G5020","S","624154","0","+41.8453738","-087.7754192","17031814000",46225
"17","031","814100","17031814100","8141","Census Tract 8141","G5020","S","1300127","0","+41.8422803","-087.7630429","17031814100",42176
"17","031","814200","17031814200","8142","Census Tract 8142","G5020","S","2449565","0","+41.8356494","-087.7456153","17031814200",41533
"17","031","814300","17031814300","8143","Census Tract 8143","G5020","S","907133","0","+41.8342003","-087.7582502","17031814300",44440
"17","031","814400","17031814400","8144","Census Tract 8144","G5020","S","1665055","0","+41.8276860","-087.7635474","17031814400",44867
"17","031","823101","17031823101","8231.01","Census Tract 8231.01","G5020","S","1633867","0","+41.6908498","-087.7928456","17031823101",49702
"17","031","823302","17031823302","8233.02","Census Tract 8233.02","G5020","S","5529560","82421","+41.6607730","-087.7233375","17031823302",49662
"17","031","823303","17031823303","8233.03","Census Tract 8233.03","G5020","S","2004696","0","+41.6777612","-087.7279284","17031823303",63065
"17","031","823500","17031823500","8235","Census Tract 8235","G5020","S","1112872","0","+41.6656032","-087.6831791","17031823500",56331
"17","031","814500","17031814500","8145","Census Tract 8145","G5020","S","1157814","0","+41.8302073","-087.7745468","17031814500",65638
"17","031","814600","17031814600","8146","Census Tract 8146","G5020","S","825815","0","+41.8616508","-087.7850665","17031814600",63814
"17","031","814800","17031814800","8148","Census Tract 8148","G5020","S","1430917","0","+41.8494406","-087.7983382","17031814800",53072
"17","031","814900","17031814900","8149","Census Tract 8149","G5020","S","619046","0","+41.8533777","-087.7897934","17031814900",56663
"17","031","815000","17031815000","8150","Census Tract 8150","G5020","S","537626","0","+41.8562543","-087.7830143","17031815000",58015
"17","031","815100","17031815100","8151","Census Tract 8151","G5020","S","666562","0","+41.8475102","-087.7855812","17031815100",65182
"17","031","823602","17031823602","8236.02","Census Tract 8236.02","G5020","S","4847240","72892","+41.6496157","-087.7616774","17031823602",63017
"17","031","823604","17031823604","8236.04","Census Tract 8236.04","G5020","S","3563789","0","+41.6578553","-087.7884282","17031823604",86944
"17","031","823605","17031823605","8236.05","Census Tract 8236.05","G5020","S","3287629","206528","+41.6675277","-087.7753771","17031823605",61250
"17","031","823702","17031823702","8237.02","Census Tract 8237.02","G5020","S","3898289","0","+41.7109982","-087.8320932","17031823702",56938
"17","031","160501","17031160501","1605.01","Census Tract 1605.01","G5020","S","345248","0","+41.9592098","-087.7129732","17031160501",56190
"17","031","815200","17031815200","8152","Census Tract 8152","G5020","S","1448697","0","+41.8383064","-087.7840493","17031815200",60687
"17","031","815300","17031815300","8153","Census Tract 8153","G5020","S","780746","0","+41.8393764","-087.7953526","17031815300",69167
"17","031","815400","17031815400","8154","Census Tract 8154","G5020","S","1413266","0","+41.8313704","-087.7961910","17031815400",53393
"17","031","823704","17031823704","8237.04","Census Tract 8237.04","G5020","S","1949666","0","+41.7266564","-087.8391701","17031823704",99306
"17","031","823705","17031823705","8237.05","Census Tract 8237.05","G5020","S","1955334","0","+41.7244675","-087.8261928","17031823705",58895
"17","031","824108","17031824108","8241.08","Census Tract 8241.08","G5020","S","3870266","19721","+41.5914497","-087.8406985","17031824108",85932
"17","031","815800","17031815800","8158","Census Tract 8158","G5020","S","1968111","17368","+41.8315845","-087.8366826","17031815800",86458
"17","031","815900","17031815900","8159","Census Tract 8159","G5020","S","662838","0","+41.8832373","-087.8097247","17031815900",52642
"17","031","816000","17031816000","8160","Census Tract 8160","G5020","S","1262896","0","+41.8763759","-087.8163473","17031816000",71389
"17","031","816200","17031816200","8162","Census Tract 8162","G5020","S","1920949","0","+41.9036206","-087.8408317","17031816200",52357
"17","031","824507","17031824507","8245.07","Census Tract 8245.07","G5020","S","5142988","5374","+41.5953290","-087.7732419","17031824507",61774
"17","031","824602","17031824602","8246.02","Census Tract 8246.02","G5020","S","3606402","0","+41.6174072","-087.7385010","17031824602",61461
"17","031","824701","17031824701","8247.01","Census Tract 8247.01","G5020","S","1734808","0","+41.6281704","-087.7186498","17031824701",66840
"17","031","824702","17031824702","8247.02","Census Tract 8247.02","G5020","S","2202622","0","+41.6219897","-087.7084844","17031824702",52978
"17","031","825200","17031825200","8252","Census Tract 8252","G5020","S","2367741","22317","+41.5969147","-087.7301778","17031825200",80592
"17","031","040100","17031040100","401","Census Tract 401","G5020","S","1972511","29163","+41.9856223","-087.6828856","17031040100",85368
"17","031","040300","17031040300","403","Census Tract 403","G5020","S","752565","14886","+41.9769437","-087.7019832","17031040300",90250
"17","031","816300","17031816300","8163","Census Tract 8163","G5020","S","923658","0","+41.9042486","-087.8577131","17031816300",67905
"17","031","816401","17031816401","8164.01","Census Tract 8164.01","G5020","S","659144","0","+41.8955765","-087.8603346","17031816401",54274
"17","031","816402","17031816402","8164.02","Census Tract 8164.02","G5020","S","1029660","0","+41.8943837","-087.8509820","17031816402",47976
"17","031","816600","17031816600","8166","Census Tract 8166","G5020","S","869761","0","+41.9032163","-087.8808408","17031816600",57880
"17","031","816700","17031816700","8167","Census Tract 8167","G5020","S","1131237","0","+41.9045705","-087.8963779","17031816700",48381
"17","031","825503","17031825503","8255.03","Census Tract 8255.03","G5020","S","5084461","36159","+41.5707194","-087.6820191","17031825503",58531
"17","031","825504","17031825504","8255.04","Census Tract 8255.04","G5020","S","2617941","0","+41.5644160","-087.7040291","17031825504",45729
"17","031","825505","17031825505","8255.05","Census Tract 8255.05","G5020","S","5167657","35030","+41.5635098","-087.7316996","17031825505",62602
"17","031","825700","17031825700","8257","Census Tract 8257","G5020","S","4804115","220107","+41.6394802","-087.5449604","17031825700",43983
"17","031","660301","17031660301","6603.01","Census Tract 6603.01","G5020","S","163782","0","+41.7799541","-087.6982872","17031660301",23976
"17","031","220701","17031220701","2207.01","Census Tract 2207.01","G5020","S","266386","0","+41.9261554","-087.7215651","17031220701",65417
"17","031","063302","17031063302","633.02","Census Tract 633.02","G5020","S","121199","0","+41.9347647","-087.6398540","17031063302",78720
"17","031","252201","17031252201","2522.01","Census Tract 2522.01","G5020","S","386790","0","+41.8766958","-087.7521051","17031252201",32051
"17","031","660302","17031660302","6603.02","Census Tract 6603.02","G5020","S","491837","0","+41.7835957","-087.6983926","17031660302",32880
"17","031","730202","17031730202","7302.02","Census Tract 7302.02","G5020","S","872692","0","+41.7264299","-087.6485425","17031730202",52046
"17","031","813302","17031813302","8133.02","Census Tract 8133.02","G5020","S","647220","0","+41.8622744","-087.7446672","17031813302",48233
"17","031","813702","17031813702","8137.02","Census Tract 8137.02","G5020","S","374768","0","+41.8551811","-087.7465073","17031813702",42123
"17","031","813301","17031813301","8133.01","Census Tract 8133.01","G5020","S","647921","0","+41.8621602","-087.7544156","17031813301",40536
"17","031","802403","17031802403","8024.03","Census Tract 8024.03","G5020","S","561475","0","+42.1418701","-087.9531258","17031802403",67917
"17","031","803016","17031803016","8030.16","Census Tract 8030.16","G5020","S","1029774","0","+42.1208172","-087.9865230","17031803016",98571
"17","031","803701","17031803701","8037.01","Census Tract 8037.01","G5020","S","1485729","0","+42.1190705","-088.0525589","17031803701",91122
"17","031","804108","17031804108","8041.08","Census Tract 8041.08","G5020","S","1214479","0","+42.0749485","-088.0507852","17031804108",85000
"17","031","804715","17031804715","8047.15","Census Tract 8047.15","G5020","S","848759","0","+42.0450218","-088.0977023","17031804715",50373
"17","031","835600","17031835600","8356","Census Tract 8356","G5020","S","917505","0","+41.8018345","-087.6322016","17031835600",23918
"17","031","840000","17031840000","8400","Census Tract 8400","G5020","S","591217","0","+41.8311713","-087.6382978","17031840000",80000
"17","031","836400","17031836400","8364","Census Tract 8364","G5020","S","799114","867001","+41.8190118","-087.5951761","17031836400",30616
"17","031","835700","17031835700","8357","Census Tract 8357","G5020","S","190190","0","+41.8128443","-087.6275978","17031835700",45885
"17","031","836100","17031836100","8361","Census Tract 8361","G5020","S","860471","0","+41.7998052","-087.6186826","17031836100",26102
"17","031","834600","17031834600","8346","Census Tract 8346","G5020","S","1562222","0","+41.7872463","-087.6343057","17031834600",24500
"17","031","843600","17031843600","8436","Census Tract 8436","G5020","S","410895","0","+41.8067653","-087.6089488","17031843600",39602
"17","031","061902","17031061902","619.02","Census Tract 619.02","G5020","S","275608","585774","+41.9466985","-087.6390645","17031061902",64508
"17","031","030102","17031030102","301.02","Census Tract 301.02","G5020","S","113330","87128","+41.9930264","-087.6550225","17031030102",45086
"17","031","030103","17031030103","301.03","Census Tract 301.03","G5020","S","86631","101282","+41.9955241","-087.6551527","17031030103",49103
"17","031","030706","17031030706","307.06","Census Tract 307.06","G5020","S","392488","175618","+41.9804151","-087.6509155","17031030706",39308
"17","031","030601","17031030601","306.01","Census Tract 306.01","G5020","S","150064","98467","+41.9889716","-087.6546087","17031030601",41675
"17","031","081202","17031081202","812.02","Census Tract 812.02","G5020","S","204321","530065","+41.9043769","-087.6242374","17031081202",133079
"17","031","063303","17031063303","633.03","Census Tract 633.03","G5020","S","236592","0","+41.9347312","-087.6346613","17031063303",81705
"17","031","220901","17031220901","2209.01","Census Tract 2209.01","G5020","S","293288","0","+41.9191816","-087.7212483","17031220901",47778
"17","031","210602","17031210602","2106.02","Census Tract 2106.02","G5020","S","381387","0","+41.9341630","-087.7125720","17031210602",59408
"17","031","220602","17031220602","2206.02","Census Tract 2206.02","G5020","S","464110","0","+41.9293272","-087.7119812","17031220602",46276
"17","031","220601","17031220601","2206.01","Census Tract 2206.01","G5020","S","189121","0","+41.9258252","-087.7128836","17031220601",75438
"17","031","040401","17031040401","404.01","Census Tract 404.01","G5020","S","385796","0","+41.9720667","-087.6860816","17031040401",89063
"17","031","252202","17031252202","2522.02","Census Tract 2522.02","G5020","S","637446","0","+41.8767584","-087.7445832","17031252202",26230
"17","031","252102","17031252102","2521.02","Census Tract 2521.02","G5020","S","668487","0","+41.8765922","-087.7598116","17031252102",34829
"17","031","770601","17031770601","7706.01","Census Tract 7706.01","G5020","S","2767946","0","+42.0291453","-087.9087421","17031770601",72946
"17","031","806103","17031806103","8061.03","Census Tract 8061.03","G5020","S","2710684","0","+42.0588334","-087.9118137","17031806103",90000
"17","031","802610","17031802610","8026.10","Census Tract 8026.10","G5020","S","1281207","0","+42.0976999","-087.8954888","17031802610",90529
"17","031","802609","17031802609","8026.09","Census Tract 8026.09","G5020","S","974026","0","+42.1053603","-087.8996709","17031802609",54248
"17","031","804610","17031804610","8046.10","Census Tract 8046.10","G5020","S","1637254","23682","+42.0240815","-088.0510217","17031804610",72037
"17","031","770201","17031770201","7702.01","Census Tract 7702.01","G5020","S","2811951","15346","+41.9976033","-088.0176885","17031770201",62853
"17","031","804308","17031804308","8043.08","Census Tract 8043.08","G5020","S","2279538","0","+42.0239204","-088.1526990","17031804308",72073
"17","031","820605","17031820605","8206.05","Census Tract 8206.05","G5020","S","1586070","19248","+41.7384267","-087.8309652","17031820605",48148
"17","031","836300","17031836300","8363","Census Tract 8363","G5020","S","137523","0","+41.8015324","-087.6017585","17031836300",49167
"17","031","834500","17031834500","8345","Census Tract 8345","G5020","S","464133","0","+41.7860320","-087.6253618","17031834500",31362
"17","031","835900","17031835900","8359","Census Tract 8359","G5020","S","647443","0","+41.8201664","-087.6214989","17031835900",19015
"17","031","836000","17031836000","8360","Census Tract 8360","G5020","S","505740","0","+41.8140036","-087.6116844","17031836000",65667
"17","031","836200","17031836200","8362","Census Tract 8362","G5020","S","813762","0","+41.7904693","-087.6012849","17031836200",110357
"17","031","834400","17031834400","8344","Census Tract 8344","G5020","S","586494","0","+41.7769504","-087.5963030","17031834400",49091
"17","031","834300","17031834300","8343","Census Tract 8343","G5020","S","1911639","0","+41.7458348","-087.5917880","17031834300",42766
"17","031","070101","17031070101","701.01","Census Tract 701.01","G5020","S","532229","665646","+41.9295225","-087.6323247","17031070101",64968
"17","031","110501","17031110501","1105.01","Census Tract 1105.01","G5020","S","791607","0","+41.9770023","-087.7619249","17031110501",86512
"17","031","030104","17031030104","301.04","Census Tract 301.04","G5020","S","110578","70440","+41.9972773","-087.6559864","17031030104",37586
"17","031","081401","17031081401","814.01","Census Tract 814.01","G5020","S","281790","0","+41.8950347","-087.6197175","17031081401",67313
"17","031","430102","17031430102","4301.02","Census Tract 4301.02","G5020","S","454086","542570","+41.7689528","-087.5638143","17031430102",23740
"17","031","770902","17031770902","7709.02","Census Tract 7709.02","G5020","S","1164799","0","+41.9700657","-087.8361840","17031770902",60000
"17","031","824121","17031824121","8241.21","Census Tract 8241.21","G5020","S","1739351","0","+41.5918128","-087.8275417","17031824121",81480
"17","031","430101","17031430101","4301.01","Census Tract 4301.01","G5020","S","327083","0","+41.7698532","-087.5739530","17031430101",29750
"17","031","804109","17031804109","8041.09","Census Tract 8041.09","G5020","S","2367602","0","+42.0754963","-088.0367314","17031804109",110833
"17","031","804507","17031804507","8045.07","Census Tract 8045.07","G5020","S","15405525","209233","+42.0034598","-088.2266776","17031804507",97684
